company_id,industry,country,year,ai_adoption_level,ai_investment_usd,automation_rate,cost_savings,revenue_impact,productivity_gain,employee_ai_training_hours,ai_maturity_score,deployment_count
CORP-05014,Financial Services,United Kingdom,2035,0.8717,16625631,0.6575,14295026,8056916,0.6491,160.0,8.98,45
CORP-05051,Logistics,United States,2019,0.4418,3859421,0.4242,913615,1330619,0.3531,55.4,4.63,16
CORP-01157,Financial Services,India,2023,0.3678,5119781,0.3484,962584,1287543,0.3469,49.9,5.29,21
CORP-02018,Retail,UAE,2035,1.0,3511565,0.6395,1300015,2445754,0.6654,129.3,9.46,51
CORP-07636,Logistics,Netherlands,2025,0.6041,3589365,0.5296,964393,2105217,0.4721,67.6,6.82,30
CORP-00969,Healthcare,India,2029,0.822,6556807,0.5018,2613542,4428744,0.456,97.0,8.09,35
CORP-07016,Technology,United States,2028,0.5469,9119958,0.4145,2787465,2156924,0.3613,93.0,6.98,34
CORP-05195,Technology,South Korea,2021,0.5124,8640374,0.3489,3478523,3466590,0.2261,58.9,5.42,17
CORP-05051,Education,China,2018,0.1302,275351,0.0964,40960,33847,0.1006,21.4,3.17,12
CORP-04678,Logistics,Australia,2026,0.4607,3331076,0.4228,957837,1046944,0.406,63.7,5.73,24
CORP-02092,Technology,Germany,2033,0.6399,7917713,0.5292,3780586,13174918,0.4827,74.5,8.2,40
CORP-03380,Technology,United States,2027,0.459,8352267,0.3935,5346845,1551557,0.3866,69.9,6.13,25
CORP-06319,Technology,China,2021,0.5535,4623354,0.3749,2726509,6013082,0.3829,81.3,6.38,21
CORP-00004,Logistics,Japan,2017,0.3062,2009961,0.2707,723328,471976,0.1926,38.8,4.35,11
CORP-03465,Retail,United Kingdom,2031,0.6223,3262504,0.4334,1756827,2584078,0.4199,90.2,7.29,35
CORP-06761,Energy,United States,2031,0.5625,9737635,0.5461,4195631,2405591,0.4701,103.3,7.22,33
CORP-00489,Retail,China,2028,0.645,2181735,0.5118,1062076,1796281,0.5083,67.5,6.3,29
CORP-01728,Telecom,France,2018,0.1841,2070811,0.1564,470890,439449,0.0914,18.5,3.46,10
CORP-06852,Education,China,2020,0.0346,168329,0.0065,17565,21829,0.0113,1.0,2.32,8
CORP-06198,Retail,United States,2023,0.593,2943692,0.3831,1022426,2500881,0.367,111.5,6.28,26
CORP-00179,Retail,France,2032,0.9806,4749003,0.668,1980002,12238032,0.6297,127.5,9.84,46
CORP-04843,Manufacturing,India,2018,0.4369,1868420,0.4634,448019,373430,0.4279,63.6,4.41,16
CORP-06474,Agriculture,Japan,2034,1.0,2942680,0.8478,1137414,867122,0.7502,127.0,9.45,46
CORP-01205,Manufacturing,Singapore,2033,0.7186,4690285,0.7472,1520901,1035441,0.6437,118.3,8.01,42
CORP-01855,Retail,Japan,2032,0.8119,2529450,0.6349,1534303,3634968,0.5414,90.8,8.36,42
CORP-03997,Energy,United States,2021,0.6491,5122273,0.6479,2098654,2993854,0.5305,122.0,6.06,20
CORP-05470,Financial Services,Japan,2028,0.3829,5031705,0.3905,3147555,4077593,0.372,62.8,5.64,24
CORP-01003,Manufacturing,India,2017,0.0424,566189,0.1287,94960,-20965,0.0845,13.0,2.8,10
CORP-06288,Financial Services,Japan,2025,0.6431,8183055,0.5254,3930791,2706718,0.4809,104.0,5.81,22
CORP-00938,Technology,Singapore,2017,0.2633,4802887,0.2273,1575064,878149,0.2586,48.9,4.24,13
CORP-02508,Retail,United Kingdom,2030,0.9301,4557293,0.7198,1415142,4798783,0.6471,138.5,9.02,39
CORP-04415,Manufacturing,Australia,2021,0.3353,2654220,0.2967,339276,316683,0.2715,49.6,5.55,18
CORP-07653,Manufacturing,China,2018,0.2802,4691797,0.3091,834891,1511339,0.2522,38.3,3.9,13
CORP-07327,Healthcare,United Kingdom,2028,0.4627,3729824,0.2953,801942,1703325,0.3661,77.7,6.58,29
CORP-07824,Manufacturing,China,2018,0.1523,1792142,0.1103,236934,475449,0.0393,24.5,3.73,13
CORP-00845,Financial Services,China,2024,0.5376,7335139,0.4446,3642117,5278886,0.3937,82.3,6.77,26
CORP-03815,Telecom,China,2029,0.939,4915917,0.6899,3546335,1786509,0.624,158.6,8.27,38
CORP-03659,Manufacturing,India,2023,0.1827,1414112,0.1984,292618,178711,0.216,24.2,4.5,15
CORP-00846,Manufacturing,China,2022,0.4091,3793261,0.5049,631164,1031392,0.3925,65.7,5.58,23
CORP-03668,Telecom,China,2035,0.8265,8101272,0.6055,3838474,3948101,0.5734,103.5,8.84,45
CORP-07279,Financial Services,United States,2035,0.8888,17469292,0.7614,11408897,10324319,0.6511,160.9,9.49,49
CORP-02393,Financial Services,France,2022,0.5759,4028980,0.4947,1333648,1320012,0.424,70.8,5.79,19
CORP-05407,Healthcare,China,2024,0.4945,5320557,0.3274,1053179,-1161221,0.3242,72.9,6.33,25
CORP-04733,Financial Services,United States,2021,0.3254,5420129,0.2917,1948575,2035484,0.255,36.0,4.77,17
CORP-04654,Logistics,United States,2032,0.9112,7263048,0.8607,2333982,4897095,0.7237,155.3,8.94,45
CORP-04781,Technology,China,2030,0.5756,10510197,0.4527,7108141,5496636,0.3652,73.6,7.23,36
CORP-02321,Technology,United States,2021,0.3895,9498949,0.3,8862328,2928215,0.3055,74.5,5.77,22
CORP-04289,Healthcare,Singapore,2033,0.7753,5218899,0.5069,1973603,2662642,0.4973,123.6,8.84,44
CORP-00832,Healthcare,United States,2024,0.5197,3180070,0.3888,1056084,980047,0.3852,92.8,6.59,24
CORP-06895,Financial Services,United States,2028,0.2778,10014602,0.2909,3798615,-844172,0.2807,45.7,5.5,23
CORP-05255,Financial Services,Germany,2031,0.9235,18410516,0.791,9283486,10600120,0.7769,122.9,9.03,45
CORP-06175,Agriculture,United States,2025,0.3993,1613023,0.3273,502137,390222,0.2931,54.1,6.11,25
CORP-01991,Logistics,United Kingdom,2020,0.2535,3159159,0.2817,556990,673907,0.2329,48.7,4.26,15
CORP-01384,Technology,Australia,2031,0.8063,6184594,0.6045,5049358,8674242,0.5851,102.6,7.72,39
CORP-02396,Financial Services,Germany,2027,0.4012,4925112,0.3593,1799580,-613382,0.2941,56.9,6.21,26
CORP-06533,Energy,United Kingdom,2023,0.5415,6142752,0.5243,1346219,2401157,0.4681,80.3,6.39,23
CORP-04624,Healthcare,Brazil,2026,0.6839,3234329,0.4723,1285292,3110028,0.5213,70.3,7.04,30
CORP-04503,Agriculture,United States,2024,0.5669,3416241,0.4768,1188657,1064774,0.4099,85.1,7.23,29
CORP-06554,Energy,Singapore,2016,0.0981,3360106,0.0643,645400,-166054,0.0378,28.2,3.76,12
CORP-07066,Manufacturing,United States,2034,0.9348,4903523,0.8545,2557302,3800854,0.8225,154.7,8.79,43
CORP-07516,Financial Services,Japan,2023,0.3522,7737778,0.3015,3022947,2351218,0.2453,48.3,4.94,20
CORP-03394,Telecom,Singapore,2026,0.5613,6039933,0.4294,2546024,3084381,0.3487,95.0,6.52,26
CORP-06507,Financial Services,Canada,2025,0.4706,6507057,0.4012,2237458,2930715,0.4065,60.6,6.14,26
CORP-02735,Healthcare,Japan,2025,0.6436,3804905,0.3882,911806,895787,0.4197,97.8,6.83,27
CORP-00216,Logistics,China,2024,0.5557,4967433,0.5438,1795910,1698466,0.459,79.2,6.03,22
CORP-04871,Manufacturing,Canada,2030,0.7038,5425037,0.6433,1057114,2192150,0.5687,105.1,8.17,36
CORP-06006,Manufacturing,China,2035,1.0,4588772,0.95,2086884,3241400,0.847,126.3,9.6,50
CORP-00918,Technology,United States,2028,0.5552,7970082,0.4062,4589038,7472928,0.3642,94.3,7.42,33
CORP-00996,Logistics,Canada,2032,0.5763,3643686,0.5663,1524893,1947389,0.5419,83.6,7.02,34
CORP-06136,Technology,Japan,2028,0.4489,3661665,0.3261,767707,2104765,0.3341,52.1,5.48,25
CORP-06871,Financial Services,China,2018,0.057,3791370,0.1114,846449,645015,0.048,25.6,3.72,12
CORP-03912,Financial Services,Canada,2015,0.403,4532613,0.3515,1152648,1709328,0.3213,53.1,4.46,12
CORP-00920,Logistics,United Kingdom,2029,0.4891,5506706,0.4317,3083246,3147742,0.3043,51.4,6.37,29
CORP-05582,Retail,Canada,2015,0.1184,651314,0.1051,117375,386244,0.1061,30.9,2.83,11
CORP-07197,Technology,United Kingdom,2023,0.4221,6352818,0.3328,6168115,2317200,0.2663,60.2,6.36,24
CORP-04967,Telecom,Brazil,2023,0.3032,1725412,0.2468,567562,325738,0.2525,13.8,5.16,18
CORP-06433,Manufacturing,France,2030,0.4602,1877979,0.4264,372639,635411,0.4034,72.7,6.71,32
CORP-02652,Financial Services,France,2034,0.7339,5637119,0.622,2033419,4715998,0.548,102.3,8.27,41
CORP-07354,Logistics,France,2023,0.2426,1537893,0.2461,277720,171528,0.1856,36.4,4.64,21
CORP-07566,Financial Services,Brazil,2017,0.5057,7254082,0.4769,2333010,1318086,0.3444,42.2,3.73,10
CORP-03147,Technology,Germany,2023,0.4502,4390724,0.3841,1695156,7940353,0.3318,50.6,5.66,24
CORP-06768,Agriculture,India,2027,0.5352,957770,0.4637,212780,242492,0.3663,66.5,6.2,25
CORP-06330,Retail,United States,2024,0.5337,3186344,0.4171,1146931,1310491,0.3717,73.6,6.67,31
CORP-02939,Healthcare,Sweden,2027,0.5889,4731837,0.3568,1234677,1098798,0.3801,81.8,6.16,26
CORP-00748,Agriculture,France,2025,0.4136,816882,0.3529,162903,236517,0.2677,57.0,5.9,25
CORP-06198,Telecom,Germany,2015,0.2226,2748494,0.112,1033202,440060,0.1226,12.7,3.66,10
CORP-01637,Financial Services,Germany,2015,0.01,1785585,0.0,229869,139977,-0.0265,9.0,2.45,8
CORP-05959,Financial Services,China,2023,0.4064,5349535,0.368,2118394,1005306,0.2983,64.6,6.14,23
CORP-05724,Technology,France,2020,0.1571,2774980,0.1358,1715655,560536,0.1087,22.6,3.1,12
CORP-05703,Technology,United States,2019,0.1256,3220705,0.1633,748423,528407,0.112,18.4,4.8,14
CORP-01667,Manufacturing,UAE,2025,0.1399,1941729,0.192,273770,231185,0.1111,9.1,3.89,15
CORP-04492,Retail,United States,2030,0.6251,3825386,0.4489,1838320,2281596,0.401,95.5,7.18,33
CORP-07521,Technology,Japan,2017,0.158,2227904,0.1652,1279381,517408,0.1522,27.2,3.6,9
CORP-03763,Financial Services,China,2028,0.6317,10541323,0.5045,4967714,5380214,0.4715,74.9,6.98,31
CORP-05992,Healthcare,United States,2017,0.3294,1599937,0.2029,491615,398467,0.1647,50.8,4.52,13
CORP-06763,Retail,United States,2022,0.2349,2382734,0.2116,1108784,1412518,0.1894,48.1,4.56,17
CORP-06391,Logistics,United States,2028,0.9518,4313552,0.8972,2928144,1980456,0.7676,164.4,8.67,35
CORP-02276,Education,United States,2033,0.6549,1469913,0.3001,233300,842712,0.3374,128.8,8.1,42
CORP-06465,Financial Services,South Korea,2027,0.4168,4644941,0.364,1293278,1710923,0.3586,66.0,5.52,25
CORP-02913,Telecom,United States,2030,0.6335,7687882,0.4883,2602245,2457362,0.5072,119.5,7.48,34
CORP-07867,Healthcare,China,2019,0.2389,2825284,0.2073,705497,653385,0.229,24.0,4.19,13
CORP-02314,Agriculture,Germany,2028,0.4974,863146,0.4906,205525,265782,0.3101,70.2,7.22,31
CORP-05118,Logistics,United Kingdom,2034,1.0,5152163,0.9081,1923785,2513151,0.8374,159.5,9.92,50
CORP-00111,Retail,France,2028,0.527,1187311,0.3533,440929,893623,0.395,69.5,6.68,31
CORP-05155,Financial Services,United States,2016,0.1515,4016180,0.1203,846042,602041,0.1181,28.9,3.86,14
CORP-00945,Technology,China,2015,0.1028,2687434,0.1425,871406,737941,0.0642,29.2,3.31,11
CORP-00034,Logistics,United Kingdom,2031,0.7712,2467786,0.7025,1188028,760830,0.6214,125.1,7.99,38
CORP-06692,Healthcare,United Kingdom,2023,0.3894,2592795,0.3092,970438,887903,0.2959,51.3,5.75,23
CORP-01905,Manufacturing,United States,2022,0.3309,2379286,0.3882,435430,421647,0.3226,46.5,5.78,24
CORP-04936,Financial Services,United States,2023,0.3077,6448858,0.2769,2100252,3515508,0.3065,41.0,5.21,23
CORP-00929,Manufacturing,Sweden,2020,0.1783,1995741,0.2341,408915,-43778,0.218,26.6,4.2,13
CORP-03053,Manufacturing,United States,2018,0.4584,2586559,0.4684,935391,706594,0.4083,81.3,5.49,16
CORP-07028,Education,France,2032,0.5136,798710,0.2263,112714,228462,0.3012,81.8,7.11,32
CORP-03418,Healthcare,Japan,2026,0.61,3354789,0.3925,955190,1539655,0.3352,80.3,6.2,25
CORP-03535,Logistics,China,2019,0.4872,4954472,0.4694,1416054,1492680,0.4005,60.7,4.83,16
CORP-00313,Financial Services,China,2016,0.2081,3546574,0.1566,582628,733753,0.2164,39.3,3.2,10
CORP-01641,Retail,United States,2027,0.6699,2505978,0.5034,1269762,1509310,0.4339,125.9,7.79,31
CORP-07737,Education,Germany,2018,0.3091,1207190,0.1836,319788,223852,0.2328,55.0,4.44,13
CORP-01729,Retail,India,2025,0.8795,2513965,0.6279,1154521,932773,0.6055,110.6,7.46,29
CORP-02703,Technology,United States,2029,0.6046,7668720,0.5015,4142247,3425292,0.4607,94.9,7.65,32
CORP-06689,Logistics,Singapore,2035,0.8259,7376102,0.8077,3408868,3170408,0.7064,146.2,8.27,42
CORP-07439,Agriculture,Japan,2029,0.4816,1360287,0.3735,246535,436385,0.3311,68.1,6.85,34
CORP-03652,Technology,China,2018,0.0933,2444273,0.0578,702855,511686,0.0905,24.9,3.12,9
CORP-01111,Technology,France,2029,1.0,18066318,0.8163,11540940,34914259,0.7859,107.6,8.8,40
CORP-02616,Technology,United States,2030,0.7883,13499222,0.5886,8965534,27063724,0.592,133.4,8.99,43
CORP-04067,Technology,Canada,2033,0.7503,7135935,0.5799,4050944,14723725,0.507,106.0,8.64,44
CORP-05417,Technology,United Kingdom,2026,0.7072,12323429,0.5291,8383153,3368514,0.5285,118.4,7.01,27
CORP-05847,Retail,United States,2030,0.8547,6085161,0.5687,2197583,3159311,0.5328,138.6,7.96,35
CORP-02213,Financial Services,United States,2019,0.4225,9655979,0.3562,1278502,-789648,0.3478,64.9,5.21,18
CORP-05762,Telecom,India,2026,0.7185,2461748,0.5731,1125174,1662280,0.5541,91.1,7.27,31
CORP-05912,Financial Services,Canada,2020,0.6623,13887373,0.5833,7881871,14407125,0.5069,99.4,6.29,20
CORP-04333,Agriculture,Japan,2034,0.6848,576130,0.5481,107894,184139,0.5498,83.8,8.35,42
CORP-06608,Manufacturing,India,2030,0.7102,4401225,0.6959,1732763,-567958,0.586,78.2,7.99,34
CORP-02327,Manufacturing,China,2033,0.9563,5542515,0.95,1728893,2280836,0.7993,143.4,9.54,46
CORP-04317,Logistics,United Kingdom,2028,0.7703,6462321,0.7521,3283331,2671803,0.6113,123.1,7.48,32
CORP-01241,Logistics,Germany,2023,0.5018,7213550,0.4243,2885919,1926987,0.3431,80.1,5.01,19
CORP-00468,Energy,United States,2019,0.675,6397215,0.6231,1939934,3186085,0.5524,109.0,6.06,19
CORP-06514,Financial Services,France,2020,0.4003,12445081,0.3132,4480321,4875332,0.2635,38.2,4.51,19
CORP-02241,Technology,Australia,2023,0.4643,3647824,0.3284,1714599,-267417,0.3386,64.3,5.88,23
CORP-07572,Technology,United States,2033,0.7458,27808669,0.5136,19906308,87333970,0.4697,128.8,8.81,42
CORP-07187,Logistics,China,2032,0.7283,4102975,0.7358,1234500,1925240,0.6358,112.4,8.36,41
CORP-01732,Agriculture,Singapore,2022,0.2185,525171,0.2324,103365,116034,0.2103,35.9,4.2,15
CORP-01031,Agriculture,Singapore,2018,0.0343,436943,0.0277,74133,27790,0.0352,12.9,3.64,10
CORP-02482,Financial Services,Germany,2019,0.326,4548411,0.3458,1364973,2755811,0.3546,49.0,4.69,17
CORP-03661,Retail,France,2022,0.4146,1520399,0.2953,555997,489234,0.2867,40.2,5.33,18
CORP-00994,Technology,China,2022,0.1606,5380579,0.2174,2279604,-629480,0.0676,27.2,3.71,15
CORP-04888,Telecom,Japan,2024,0.3562,3588161,0.2811,328144,1010971,0.2892,57.1,5.82,24
CORP-00635,Retail,United Kingdom,2019,0.1203,1159863,0.0938,248963,526118,0.0872,23.7,4.07,13
CORP-01106,Telecom,United Kingdom,2023,0.5529,5215795,0.4204,1396655,2019789,0.4402,68.2,6.03,22
CORP-00080,Energy,United States,2028,0.6659,6537951,0.5893,2232149,3386205,0.5594,97.1,7.38,33
CORP-02609,Technology,China,2029,0.8059,6874847,0.6362,3059775,4540885,0.5781,125.8,8.3,35
CORP-04389,Manufacturing,Canada,2021,0.3978,1921778,0.4218,453600,278628,0.3594,71.7,5.33,21
CORP-03140,Education,United Kingdom,2035,0.9188,771324,0.4467,193276,349246,0.5594,137.5,9.85,52
CORP-07406,Financial Services,United States,2017,0.1574,4497480,0.099,567367,763365,0.1101,3.8,4.36,11
CORP-00954,Technology,France,2026,0.5059,6472634,0.3737,3117812,3404797,0.3269,76.1,5.68,25
CORP-03405,Logistics,China,2022,0.3414,2254690,0.4141,948462,658630,0.2733,64.6,5.4,19
CORP-06169,Technology,China,2031,0.7536,7673430,0.5628,6124712,-2281990,0.5932,121.1,8.32,40
CORP-03947,Healthcare,China,2031,0.8389,6475467,0.5515,2537227,2819795,0.5139,138.3,8.05,38
CORP-07101,Financial Services,Germany,2028,0.5174,5934397,0.455,1925674,1181080,0.4094,75.9,6.08,26
CORP-05871,Manufacturing,Japan,2027,0.5098,4308118,0.5345,1979184,2031704,0.4106,62.9,6.24,26
CORP-00018,Retail,China,2015,0.1689,1154208,0.1618,224732,486735,0.1612,43.0,3.13,7
CORP-02099,Telecom,India,2029,0.8841,5964399,0.6637,3253709,3644247,0.6275,93.2,8.07,35
CORP-04908,Agriculture,Brazil,2018,0.191,212198,0.1469,33631,29112,0.1971,14.3,3.12,12
CORP-02107,Healthcare,India,2020,0.2087,1631460,0.1379,399904,496659,0.2084,18.0,4.51,16
CORP-01644,Manufacturing,Japan,2028,0.5392,3578507,0.518,1344393,1193031,0.4109,77.3,6.63,28
CORP-02970,Financial Services,France,2024,0.1732,2044468,0.1414,444631,443614,0.145,29.9,4.16,18
CORP-07709,Healthcare,India,2024,0.0887,1216697,0.0883,316299,165097,0.0218,13.3,3.42,19
CORP-06430,Education,United States,2030,0.8144,1038806,0.5076,238919,410654,0.4266,154.9,8.89,40
CORP-05212,Financial Services,Germany,2021,0.1095,6036299,0.1311,634829,680167,0.1407,20.0,3.89,15
CORP-02981,Financial Services,China,2024,0.4226,4864873,0.3691,885118,1426024,0.3541,68.8,6.34,22
CORP-06947,Agriculture,Netherlands,2032,0.4331,852444,0.3246,228281,208997,0.2348,50.1,7.15,35
CORP-05579,Financial Services,France,2020,0.5431,5780244,0.4155,2982428,1592006,0.39,76.4,5.93,18
CORP-03620,Agriculture,China,2033,0.7587,1859022,0.5853,453633,499146,0.6063,100.0,8.07,39
CORP-00599,Technology,United States,2033,0.634,6714617,0.5423,4071617,4734213,0.48,109.1,8.09,39
CORP-03298,Energy,United States,2024,0.6419,10127901,0.645,4390445,3266058,0.5799,115.0,7.45,31
CORP-04383,Telecom,Singapore,2032,1.0,8994521,0.7429,2050357,5753996,0.6722,144.3,9.34,45
CORP-04555,Telecom,Sweden,2021,0.54,5913472,0.4186,1884888,3886896,0.3803,81.5,5.36,20
CORP-03499,Technology,United States,2023,0.5503,6580825,0.476,4295932,1997064,0.4696,78.8,5.65,22
CORP-05095,Education,Japan,2030,0.5478,756998,0.286,134945,196788,0.2686,56.1,7.22,38
CORP-00257,Energy,Japan,2018,0.2604,4201371,0.1899,805749,620901,0.1803,31.7,4.99,21
CORP-01302,Technology,China,2027,0.668,6202629,0.4888,4207619,5424605,0.4688,108.0,7.04,28
CORP-02157,Energy,United Kingdom,2030,0.5656,7663884,0.4802,3418587,3178958,0.4397,108.2,7.8,37
CORP-00667,Logistics,Brazil,2020,0.3727,1688993,0.3824,427066,390383,0.2965,41.4,4.18,14
CORP-01680,Technology,United States,2022,0.5098,4085544,0.3892,1409448,2269898,0.35,98.1,6.38,24
CORP-05164,Technology,United States,2034,0.8873,10255681,0.6817,18285198,8827896,0.5865,127.8,9.79,49
CORP-00395,Manufacturing,United States,2031,0.8802,5256052,0.852,1198823,2101323,0.7479,145.5,8.81,45
CORP-02829,Healthcare,China,2019,0.5489,6554754,0.3834,2105657,2020397,0.3332,86.5,6.01,20
CORP-07589,Energy,United States,2015,0.01,2134923,0.005,229920,155059,0.0597,1.0,2.96,11
CORP-04227,Financial Services,Japan,2026,0.6051,7714655,0.4067,2261436,3277019,0.3755,76.1,6.7,26
CORP-02738,Manufacturing,China,2021,0.3968,4463891,0.4214,1772182,2021313,0.3279,54.9,5.04,19
CORP-02202,Financial Services,United States,2033,0.8902,16586158,0.7803,5803525,13706607,0.6742,145.3,8.74,44
CORP-01660,Energy,Brazil,2030,0.6833,2889553,0.6365,935399,991391,0.4964,64.3,6.83,31
CORP-07719,Manufacturing,France,2025,0.3756,3727908,0.3795,785643,547823,0.3466,51.6,5.51,22
CORP-07201,Healthcare,United States,2023,0.5234,4098041,0.3103,845248,1268160,0.4138,82.4,5.87,20
CORP-02213,Retail,Brazil,2032,1.0,1215384,0.6969,430044,1011247,0.6411,96.5,9.12,46
CORP-07176,Retail,United States,2021,0.385,774239,0.3072,389393,254423,0.2759,55.4,5.54,19
CORP-00855,Financial Services,China,2028,0.7257,7087827,0.6267,1743018,5548839,0.5827,120.7,7.23,33
CORP-04194,Agriculture,China,2028,0.7239,1512226,0.5875,522972,487364,0.6087,111.9,7.43,32
CORP-04180,Education,Brazil,2021,0.2969,364800,0.2133,82105,81244,0.1736,24.6,3.55,13
CORP-07918,Logistics,United States,2027,0.4877,4008945,0.4211,1512139,2195486,0.362,74.0,6.71,31
CORP-03647,Manufacturing,China,2028,0.837,9203754,0.8503,3828792,4329736,0.7499,136.4,7.09,30
CORP-01272,Technology,Sweden,2019,0.3157,3398656,0.2728,1037081,955808,0.3134,62.4,4.79,15
CORP-07719,Technology,United States,2019,0.3212,3925116,0.2483,1915012,2212155,0.2118,43.3,4.17,13
CORP-07646,Manufacturing,Sweden,2016,0.01,816010,0.0134,78078,36221,0.0011,1.4,3.18,9
CORP-07883,Telecom,Germany,2035,0.9182,11166970,0.7052,10547334,6881145,0.5932,145.7,8.93,49
CORP-05327,Technology,United Kingdom,2028,0.7355,6073331,0.598,3890967,8728309,0.5502,108.6,7.74,34
CORP-05500,Financial Services,Singapore,2024,0.2561,4699773,0.2314,1526803,758044,0.2008,32.0,4.74,20
CORP-06368,Financial Services,United States,2016,0.01,1559932,0.0,247810,100142,0.0169,23.6,3.07,8
CORP-06623,Logistics,China,2015,0.1973,2380615,0.2295,473640,517436,0.2176,41.6,3.09,12
CORP-05163,Financial Services,Singapore,2016,0.1007,2653010,0.1404,502539,592417,0.1664,3.1,2.08,7
CORP-05773,Financial Services,United States,2034,1.0,17877017,0.8148,18246631,13179851,0.6812,156.0,10.0,50
CORP-03208,Technology,Japan,2027,0.2511,4194643,0.2274,1412815,1911122,0.1372,27.1,5.8,26
CORP-06795,Healthcare,United States,2032,0.9391,4572926,0.5973,2091801,2904120,0.5566,153.7,9.12,42
CORP-06824,Manufacturing,United States,2035,0.9175,3915966,0.9498,1059238,1356037,0.8301,135.4,10.0,52
CORP-02810,Retail,UAE,2026,0.0259,610066,0.0185,98312,65108,-0.05,1.0,3.19,13
CORP-02949,Logistics,United Kingdom,2035,0.863,4370255,0.7802,1822071,2920042,0.6412,128.0,8.89,48
CORP-06173,Agriculture,Japan,2030,0.703,1811597,0.6388,374146,800691,0.4988,89.4,8.3,38
CORP-00064,Retail,South Korea,2035,0.6516,1458114,0.4414,643717,1444883,0.4083,96.2,7.78,39
CORP-04401,Logistics,Singapore,2030,0.5102,3723044,0.4296,830476,1005063,0.3844,64.3,6.95,31
CORP-04744,Technology,United States,2030,0.8624,16711143,0.6698,10048530,60628160,0.5979,148.7,9.06,41
CORP-03327,Healthcare,China,2018,0.2576,4340175,0.1198,494786,2042289,0.077,30.3,4.31,15
CORP-07445,Technology,United States,2035,1.0,15679903,0.8355,10343965,28115419,0.8024,159.8,10.0,53
CORP-06309,Education,India,2017,0.0539,316808,0.0563,41228,26169,0.0717,12.1,2.28,7
CORP-04708,Financial Services,United States,2031,0.6611,9984335,0.5741,4187551,6704435,0.5441,111.1,7.62,38
CORP-06079,Technology,Canada,2028,0.4834,5978594,0.4233,2266912,3013741,0.3844,66.6,6.86,29
CORP-05227,Logistics,Germany,2035,0.695,4703037,0.673,1618722,2131039,0.6217,103.8,8.74,45
CORP-00244,Financial Services,United States,2033,0.7599,8907217,0.7197,3402179,3273576,0.6297,115.1,9.29,45
CORP-01550,Manufacturing,United Kingdom,2019,0.3994,2560604,0.3991,535406,1201379,0.3005,70.2,5.12,18
CORP-03930,Logistics,United States,2030,0.6547,3628074,0.6344,1295645,1510188,0.6317,118.4,7.82,37
CORP-02013,Healthcare,India,2028,0.6722,2967233,0.4321,754881,1762471,0.4959,77.4,7.16,31
CORP-00993,Logistics,Australia,2030,0.4429,2660842,0.4078,464304,1008617,0.3538,65.3,6.9,34
CORP-00232,Energy,China,2032,1.0,18893380,0.8786,7839797,13264276,0.7913,144.0,9.25,42
CORP-07392,Healthcare,Brazil,2027,0.4623,2695186,0.2942,1038220,672552,0.2792,46.5,5.62,24
CORP-05674,Energy,Brazil,2023,0.2913,3311957,0.3215,928892,625074,0.195,34.0,4.71,16
CORP-02393,Telecom,United States,2023,0.6008,5111107,0.4901,1979332,1475174,0.3881,88.8,6.6,23
CORP-04714,Financial Services,United Kingdom,2019,0.5538,3217729,0.4356,1811021,2187422,0.4722,82.7,5.36,19
CORP-01498,Agriculture,China,2027,0.5917,1625847,0.5197,313521,638376,0.5044,82.1,6.61,30
CORP-05920,Technology,India,2028,0.5592,3939392,0.3739,1929654,2803105,0.3982,41.7,7.41,32
CORP-03752,Education,South Korea,2027,0.7201,1354054,0.3543,283132,790266,0.4266,106.8,7.7,34
CORP-00898,Technology,India,2022,0.4258,2662605,0.3846,1241647,1377849,0.3228,40.2,5.07,21
CORP-00676,Healthcare,Canada,2024,0.6153,4343424,0.4459,1898459,1801183,0.4297,85.9,6.36,26
CORP-00451,Financial Services,United States,2021,0.3083,4049597,0.2994,705665,1783918,0.189,75.2,4.92,17
CORP-03951,Manufacturing,India,2032,0.5446,2911871,0.5149,1186075,897704,0.4357,74.6,6.81,34
CORP-05572,Technology,Germany,2034,0.8609,14715222,0.6624,13127004,8375557,0.5542,116.4,9.76,48
CORP-02221,Logistics,China,2030,0.6219,5143986,0.582,1604588,1300946,0.5013,103.9,7.0,34
CORP-00189,Technology,United States,2019,0.4098,6002502,0.3393,2032932,2460850,0.323,63.4,4.14,13
CORP-04991,Manufacturing,Australia,2024,0.596,4701022,0.5391,1302777,1182057,0.5361,72.9,6.13,26
CORP-07366,Logistics,Singapore,2031,0.9441,3360104,0.9174,1167050,1588299,0.7731,151.9,9.29,43
CORP-05477,Agriculture,Canada,2023,0.5354,1116131,0.4183,252148,230601,0.3629,71.7,5.43,23
CORP-06213,Healthcare,Germany,2029,0.6016,3009384,0.4805,1050594,1648470,0.4106,101.7,7.31,33
CORP-04883,Retail,Japan,2033,0.9958,5950124,0.7792,3763713,9818196,0.7,119.8,9.34,47
CORP-05969,Manufacturing,France,2028,0.51,5640873,0.4444,1621907,1605970,0.4021,82.2,7.19,31
CORP-03525,Agriculture,Brazil,2021,0.4371,780209,0.3585,175615,238734,0.3512,38.6,4.96,16
CORP-02637,Technology,South Korea,2032,0.748,4044876,0.5686,2822445,3714324,0.5338,82.4,7.64,36
CORP-03383,Healthcare,China,2035,0.9442,6747435,0.6287,3564564,3904815,0.5445,123.6,9.98,52
